Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Casa Ryda,2024-03-17 21:06:55,00:45:25,,Jerry & Marge Go Large,,Netflix Chrome MAC (Cadmium) HTML 5,01:31:35,01:31:35,ES (Spain)
Casa Ryda,2024-03-17 18:43:55,00:46:10,,Jerry & Marge Go Large,,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:46:11,Not latest view,ES (Spain)
Casa Ryda,2024-03-17 18:43:32,00:00:20,Autoplayed: user action: None; ,Jerry & Marge Go Large_hook_02_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:20,00:00:20,ES (Spain)
Casa Ryda,2024-03-17 12:22:26,00:22:05,,Somebody Feed Phil: Season 2: Cape Town (Episode 5),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:22:40,00:22:40,ES (Spain)
Casa Ryda,2024-03-17 12:21:26,00:00:07,Autoplayed: user action: None; ,Season 7 Cliffhanger Clip: Somebody Feed Phil,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:07,00:00:07,ES (Spain)
Casa Ryda,2024-03-17 12:20:58,00:00:07,Autoplayed: user action: None; ,Story of…Tea,,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:07,00:00:07,ES (Spain)
Casa Ryda,2024-03-17 12:20:37,00:00:01,Autoplayed: user action: None; ,The Deepest Breath,,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:01,00:00:01,ES (Spain)
Casa Ryda,2024-03-16 18:41:58,00:38:31,Autoplayed: user action: User_Interaction; ,The Wonderful Story of Henry Sugar,,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:38:31,00:38:31,ES (Spain)
Casa Ryda,2024-03-16 18:41:34,00:00:10,Autoplayed: user action: None; ,Trailer: The Wonderful Story of Henry Sugar and Three More,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:10,00:00:10,ES (Spain)
Casa Ryda,2024-03-16 18:38:49,00:00:35,Autoplayed: user action: None; ,PIECESOFAWOMAN_CLIP_PLOT,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:35,00:00:35,ES (Spain)
Casa Ryda,2024-03-16 18:37:18,00:00:38,Autoplayed: user action: None; ,What I Love About Charlie,TEASER_TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:38,00:00:38,ES (Spain)
Casa Ryda,2024-03-16 18:36:42,00:00:15,Autoplayed: user action: None; ,Trailer: The Wonderful Story of Henry Sugar and Three More,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:15,Not latest view,ES (Spain)
Casa Ryda,2024-03-16 18:36:21,00:00:07,Autoplayed: user action: None; ,Supporting Character Clip 3: Maestro,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:07,00:00:07,ES (Spain)
Casa Ryda,2024-03-16 18:35:36,00:00:09,Autoplayed: user action: None; ,Bad Boys_hook_primary_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:09,00:00:09,ES (Spain)
Casa Ryda,2024-03-16 18:35:29,00:00:04,Autoplayed: user action: None; ,John Wick: Chapter 2_hook_primary_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2024-03-16 18:34:58,00:00:20,Autoplayed: user action: None; ,The Pursuit of Happyness_hook_primary_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:20,00:00:20,ES (Spain)
Casa Ryda,2024-03-16 18:34:24,00:00:19,Autoplayed: user action: None; ,The Lost City_hook_04_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:19,00:00:19,ES (Spain)
Casa Ryda,2024-03-16 18:34:00,00:00:09,Autoplayed: user action: None; ,American Gangster_hook_primary_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:09,00:00:09,ES (Spain)
Casa Ryda,2024-03-16 18:33:30,00:00:06,Autoplayed: user action: None; ,The Da Vinci Code_hook_primary_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:06,00:00:06,ES (Spain)
Casa Ryda,2024-03-16 18:32:18,00:00:09,Autoplayed: user action: None; ,Season 1 Sensory Clip 2: Aftershock: Everest and the Nepal Earthquake,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:09,00:00:09,ES (Spain)
Casa Ryda,2024-03-16 16:42:58,00:00:09,Autoplayed: user action: None; ,Season 1 Informative Clip: Ancient Apocalypse,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:09,00:00:09,ES (Spain)
Casa Ryda,2024-03-16 15:30:51,00:00:07,Autoplayed: user action: None; ,Season 6 Trailer: Love Is Blind,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:07,00:00:07,ES (Spain)
Casa Ryda,2024-03-16 15:30:32,00:00:11,Autoplayed: user action: None; ,Limited Series Supporting Character Clip 2: One Day,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:11,00:00:11,ES (Spain)
Casa Ryda,2024-03-16 15:13:11,00:02:19,,Trailer: Irish Wish,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:02:19,00:02:19,ES (Spain)
Casa Ryda,2024-03-15 16:36:02,00:24:42,Autoplayed: user action: User_Interaction; ,Full Swing: Season 2: The Game Has Changed Part 1 (Episode 1),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:41:14,00:41:14,ES (Spain)
Casa Ryda,2024-03-15 13:36:42,00:00:05,Autoplayed: user action: None; ,Trailer: Damsel,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:05,00:00:05,ES (Spain)
Casa Ryda,2024-03-15 13:35:00,00:00:01,Autoplayed: user action: None; ,Somebody Feed Phil: Season 7: Scotland (Episode 8),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:36:02,00:36:02,ES (Spain)
Casa Ryda,2024-03-15 13:34:49,00:00:05,Autoplayed: user action: None; ,Season 1 Character Intro Clip: Full Swing (FKA Inside the Ropes),HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:05,00:00:05,ES (Spain)
Casa Ryda,2024-03-15 12:54:36,00:40:01,,The Gentlemen: Season 1: The Gospel According to Bobby Glass (Episode 8),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:40:06,00:40:06,ES (Spain)
Casa Ryda,2024-03-15 12:12:20,00:40:22,Autoplayed: user action: User_Interaction; ,The Gentlemen: Season 1: Not Without Danger (Episode 7),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:40:23,00:40:23,ES (Spain)
Casa Ryda,2024-03-15 09:55:22,00:00:05,Autoplayed: user action: None; ,House Party_hook_01_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:05,00:00:05,ES (Spain)
Casa Ryda,2024-03-15 09:55:05,00:00:14,Autoplayed: user action: None; ,Big Time Adolescence_hook_03_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:14,00:00:14,ES (Spain)
Casa Ryda,2024-03-15 09:53:57,00:00:04,Autoplayed: user action: None; ,Limited Series Inciting Incident Clip: The Signal,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,Not latest view,ES (Spain)
Casa Ryda,2024-03-15 09:53:28,00:00:12,Autoplayed: user action: None; ,The Unbearable Weight of Massive Talent_hook_01_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:12,00:00:12,ES (Spain)
Casa Ryda,2024-03-15 09:53:19,00:00:04,Autoplayed: user action: None; ,Bodies Bodies Bodies_hook_primary_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2024-03-15 09:52:42,00:00:20,Autoplayed: user action: None; ,Season 3 Trailer: Girls5eva,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:20,00:00:20,ES (Spain)
Casa Ryda,2024-03-15 09:52:07,00:00:06,Autoplayed: user action: None; ,Plot Clip: Damsel,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:06,00:00:06,ES (Spain)
Casa Ryda,2024-03-14 20:07:03,00:00:01,,The Gentlemen: Season 1: Not Without Danger (Episode 7),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:06,Not latest view,ES (Spain)
Casa Ryda,2024-03-14 19:21:42,00:45:19,,The Gentlemen: Season 1: All Eventualities (Episode 6),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:45:19,00:45:19,ES (Spain)
Casa Ryda,2024-03-14 19:21:00,00:00:04,Autoplayed: user action: None; ,Season 3 Plot Clip: Girls5eva,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2024-03-14 12:42:05,01:28:20,Autoplayed: user action: User_Interaction; ,Love Is Blind: Season 6: The Reunion (Episode 13),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,01:35:16,01:35:16,ES (Spain)
Casa Ryda,2024-03-13 21:07:24,00:40:56,,The Gentlemen: Season 1: I've Hundreds of Cousins (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:40:56,00:40:56,ES (Spain)
Casa Ryda,2024-03-13 21:06:21,00:00:55,Autoplayed: user action: None; ,Season 1 Inciting Incident Clip: A Round of Applause,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:55,00:00:55,ES (Spain)
Casa Ryda,2024-03-13 16:22:42,00:38:08,,The Gentlemen: Season 1: An Unsympathetic Gentleman (Episode 4),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:38:13,00:38:13,ES (Spain)
Casa Ryda,2024-03-13 16:11:42,00:08:17,Autoplayed: user action: User_Interaction; ,The Gentlemen: Season 1: Where's My Weed At? (Episode 3),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:47:09,00:47:09,ES (Spain)
Casa Ryda,2024-03-13 12:53:09,00:38:51,Autoplayed: user action: User_Interaction; ,The Gentlemen: Season 1: Where's My Weed At? (Episode 3),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:38:57,Not latest view,ES (Spain)
Casa Ryda,2024-03-13 12:02:34,00:50:13,,The Gentlemen: Season 1: Tackle Tommy Woo Woo (Episode 2),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,01:00:05,01:00:05,ES (Spain)
Casa Ryda,2024-03-12 20:40:31,00:00:04,Autoplayed: user action: None; ,The Monuments Men_hook_03_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2024-03-12 20:15:16,00:09:48,,The Gentlemen: Season 1: Tackle Tommy Woo Woo (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:09:54,Not latest view,ES (Spain)
Casa Ryda,2024-03-12 20:08:57,00:06:13,,The Gentlemen: Season 1: Refined Aggression (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,01:03:50,01:03:50,ES (Spain)
Casa Ryda,2024-03-12 20:08:09,00:00:42,Autoplayed: user action: None; ,Irresistible_hook_04_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:42,00:00:42,ES (Spain)
Casa Ryda,2024-03-12 18:41:05,00:38:38,Autoplayed: user action: User_Interaction; ,The Gentlemen: Season 1: Refined Aggression (Episode 1),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:55:39,Not latest view,ES (Spain)
Casa Ryda,2024-03-12 17:53:38,00:15:19,Autoplayed: user action: User_Interaction; ,Full Swing: Season 2: The Game Has Changed Part 1 (Episode 1),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:16:32,Not latest view,ES (Spain)
Casa Ryda,2024-03-12 16:47:36,00:20:49,,The Gentlemen: Season 1: Refined Aggression (Episode 1),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:20:49,Not latest view,ES (Spain)
Casa Ryda,2024-03-12 16:47:29,00:00:04,Autoplayed: user action: None; ,Season 1 Teaser: The Gentlemen,TEASER_TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2024-03-12 16:25:26,00:16:50,Autoplayed: user action: User_Interaction; ,Somebody Feed Phil: Season 7: Scotland (Episode 8),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:36:01,Not latest view,ES (Spain)
Casa Ryda,2024-03-12 13:07:53,00:00:06,Autoplayed: user action: None; ,Solar System: The Secrets Of The Universe,,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:06,00:00:06,ES (Spain)
Casa Ryda,2024-03-12 13:07:35,00:00:07,Autoplayed: user action: None; ,Black Holes | The Edge of All We Know,,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:07,00:00:07,ES (Spain)
Casa Ryda,2024-03-11 20:06:47,00:18:49,,Somebody Feed Phil: Season 7: Scotland (Episode 8),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:19:16,Not latest view,ES (Spain)
Casa Ryda,2024-03-10 20:34:42,00:36:07,,Somebody Feed Phil: Season 7: Kyoto (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:36:46,00:36:46,ES (Spain)
Casa Ryda,2024-03-10 20:34:25,00:00:06,Autoplayed: user action: None; ,Season 4 Character Intro Clip: Blown Away,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:06,00:00:06,ES (Spain)
Casa Ryda,2024-03-09 20:47:56,00:06:00,,"Somebody Feed Phil: Season 7: Washington, D.C. (Episode 2)",,Netflix Chrome MAC (Cadmium) HTML 5,00:06:06,00:06:06,ES (Spain)
Casa Ryda,2024-03-09 20:02:40,00:43:57,,Somebody Feed Phil: Season 7: Mumbai (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:43:57,00:43:57,ES (Spain)
Casa Ryda,2024-03-09 20:02:34,00:00:04,,Somebody Feed Phil: Season 7: Iceland (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2024-03-09 20:02:02,00:00:04,Autoplayed: user action: None; ,"Limited Series Trailer: The Program: Cons, Cults and Kidnapping",TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2024-03-09 20:01:45,00:00:06,Autoplayed: user action: None; ,Season 1 Trailer: The Gentlemen,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:06,00:00:06,ES (Spain)
Casa Ryda,2024-03-09 11:05:24,00:00:15,Autoplayed: user action: None; ,Jerry & Marge Go Large_hook_primary_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:15,00:00:15,ES (Spain)
Casa Ryda,2024-03-09 11:04:56,00:00:07,Autoplayed: user action: None; ,Trailer: You Are Not Alone: Fighting the Wolf Pack,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:07,00:00:07,ES (Spain)
Casa Ryda,2024-03-09 11:04:45,00:00:04,Autoplayed: user action: None; ,Season 1 Trailer: The Gentlemen,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,Not latest view,ES (Spain)
Casa Ryda,2024-03-08 13:25:31,00:00:35,Autoplayed: user action: None; ,Teaser: Queen of Tears,TEASER_TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:35,00:00:35,ES (Spain)
Casa Ryda,2024-03-06 13:08:30,00:00:04,Autoplayed: user action: None; ,Season 6 Sensory Clip: Love Is Blind,HOOK,Apple iPhone XS,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2024-03-06 12:13:01,01:22:25,,Love Is Blind: Season 6: Meet Me at the Altar (Episode 12),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,01:28:53,01:28:53,ES (Spain)
Casa Ryda,2024-03-06 12:12:43,00:00:08,Autoplayed: user action: None; ,Season 6 Sensory Clip: Love Is Blind,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:08,Not latest view,ES (Spain)
Casa Ryda,2024-03-06 12:12:22,00:00:16,Autoplayed: user action: None; ,Season 1 Trailer: Supersex,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:16,00:00:16,ES (Spain)
Casa Ryda,2024-03-03 11:24:44,00:11:11,Autoplayed: user action: User_Interaction; ,Players,,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:11:57,00:11:57,ES (Spain)
Casa Ryda,2024-03-03 11:23:29,00:00:48,Autoplayed: user action: None; ,What Men Want_hook_primary_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:48,00:00:48,ES (Spain)
Casa Ryda,2024-03-03 11:23:20,00:00:05,Autoplayed: user action: None; ,Trailer: Players,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:05,00:00:05,ES (Spain)
Casa Ryda,2024-03-03 11:23:06,00:00:11,Autoplayed: user action: None; ,Limited Series Trailer: Little Nicholas: Life of a Scoundrel,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:11,00:00:11,ES (Spain)
Casa Ryda,2024-03-03 11:22:50,00:00:10,Autoplayed: user action: None; ,Limited Series Supporting Character Clip 2: One Day,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:10,Not latest view,ES (Spain)
Casa Ryda,2024-03-03 11:21:12,00:01:03,Autoplayed: user action: None; ,Sensory Clip: You Are Not Alone: Fighting the Wolf Pack,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:01:03,00:01:03,ES (Spain)
Casa Ryda,2024-03-02 21:29:25,00:00:04,Autoplayed: user action: None; ,Moment of High Emotion Clip: The Redeem Team,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2024-03-02 21:12:55,00:01:11,Autoplayed: user action: None; ,Father Stu_hook_03_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:00,00:00:00,ES (Spain)
Casa Ryda,2024-03-02 21:10:41,00:00:07,Autoplayed: user action: None; ,Father Stu_hook_03_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:07,Not latest view,ES (Spain)
Casa Ryda,2024-03-02 12:03:12,00:34:49,,Alpha Males: Season 2: The One Time We're All Together (Episode 10),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:34:54,00:34:54,ES (Spain)
Casa Ryda,2024-03-02 11:45:58,00:16:51,,Alpha Males: Season 2: What Does It Mean to Be a Woman? (Episode 9),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:33:18,00:33:18,ES (Spain)
Casa Ryda,2024-03-01 12:27:56,00:22:03,,Alpha Males: Season 2: What Does It Mean to Be a Woman? (Episode 9),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:22:08,Not latest view,ES (Spain)
Casa Ryda,2024-03-01 12:27:47,00:00:06,Autoplayed: user action: None; ,Season 2 Cliffhanger Clip 2: Alpha Males,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:06,00:00:06,ES (Spain)
Casa Ryda,2024-03-01 12:27:29,00:00:07,Autoplayed: user action: None; ,Dune_hook_04_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:07,00:00:07,ES (Spain)
Casa Ryda,2024-02-28 18:31:24,00:40:30,Autoplayed: user action: User_Interaction; ,Love Is Blind: Season 6: Roller Coaster of Love (Episode 11),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:58:52,00:58:52,ES (Spain)
Casa Ryda,2024-02-28 13:30:06,00:18:58,,Love Is Blind: Season 6: Roller Coaster of Love (Episode 11),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:19:02,Not latest view,ES (Spain)
Casa Ryda,2024-02-28 11:36:30,01:05:25,,Love Is Blind: Season 6: What Could Have Been (Episode 10),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,01:07:52,01:07:52,ES (Spain)
Casa Ryda,2024-02-28 11:36:21,00:00:04,Autoplayed: user action: None; ,Love Is Blind: Season 6: What Could Have Been (Episode 10),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,Not latest view,ES (Spain)
Casa Ryda,2024-02-28 11:36:06,00:00:05,Autoplayed: user action: None; ,Season 1 Sensory Clip 2: American Conspiracy: The Octopus Murders,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:05,00:00:05,ES (Spain)
Casa Ryda,2024-02-28 09:12:49,00:00:05,Autoplayed: user action: None; ,Part 1 Trailer: Lupin,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:05,00:00:05,ES (Spain)
Casa Ryda,2024-02-28 09:11:23,00:00:04,Autoplayed: user action: None; ,Season 2 Trailer: The Ultimatum: Marry or Move On,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2024-02-26 21:01:24,00:01:04,Autoplayed: user action: None; ,Season 3 Trailer: Girls5eva,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:01:04,Not latest view,ES (Spain)
Casa Ryda,2024-02-26 20:57:15,00:00:04,Autoplayed: user action: None; ,Season 1 Cliffhanger Clip: Love is Blind: Japan,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2024-02-26 20:54:59,00:01:57,Autoplayed: user action: None; ,Trailer: Players,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:01:57,Not latest view,ES (Spain)
Casa Ryda,2024-02-26 20:53:55,00:00:19,Autoplayed: user action: None; ,Trailer: The 30th Annual Screen Actors Guild Awards,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:19,00:00:19,ES (Spain)
Casa Ryda,2024-02-25 00:45:47,00:00:23,Autoplayed: user action: None; ,Last Chance U: EMCC: Part 1 (Trailer),TRAILER,Apple iPhone XS,00:00:23,00:00:23,ES (Spain)
Casa Ryda,2024-02-24 11:31:13,00:19:09,,Quarterback: Season 1: The Final Chapter (Episode 8),,Apple iPhone XS,00:53:48,00:53:48,ES (Spain)
Casa Ryda,2024-02-23 20:08:32,00:35:39,,Quarterback: Season 1: The Final Chapter (Episode 8),,Apple iPhone XS,00:35:19,Not latest view,ES (Spain)
Casa Ryda,2024-02-23 19:28:00,00:38:43,,Quarterback: Season 1: Win or Go Home (Episode 7),,Apple iPhone XS,00:47:35,00:47:35,ES (Spain)
Casa Ryda,2024-02-23 19:04:19,00:08:32,,Quarterback: Season 1: Win or Go Home (Episode 7),,Apple iPhone XS,00:08:42,Not latest view,ES (Spain)
Casa Ryda,2024-02-23 18:16:16,00:47:55,,Quarterback: Season 1: Under Pressure (Episode 6),,Apple iPhone XS,00:47:55,00:47:55,ES (Spain)
Casa Ryda,2024-02-23 18:05:05,00:09:59,,Quarterback: Season 1: Roller Coaster (Episode 5),,Apple iPhone XS,00:40:38,00:40:38,ES (Spain)
Casa Ryda,2024-02-23 13:40:11,00:00:04,Autoplayed: user action: None; ,The Intouchables_hook_04_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2024-02-23 13:39:20,00:00:37,Autoplayed: user action: None; ,Baywatch_hook_primary_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:37,Not latest view,ES (Spain)
Casa Ryda,2024-02-23 13:38:58,00:00:06,Autoplayed: user action: None; ,Uncharted_hook_03_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:06,00:00:06,ES (Spain)
Casa Ryda,2024-02-23 11:51:33,00:25:36,,Quarterback: Season 1: Roller Coaster (Episode 5),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:30:29,Not latest view,ES (Spain)
Casa Ryda,2024-02-22 21:48:43,00:18:31,,Step Up,,Netflix Chrome MAC (Cadmium) HTML 5,00:49:18,00:49:18,ES (Spain)
Casa Ryda,2024-02-22 17:53:16,00:04:52,,Quarterback: Season 1: Roller Coaster (Episode 5),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:04:57,Not latest view,ES (Spain)
Casa Ryda,2024-02-22 17:41:31,00:11:42,Autoplayed: user action: User_Interaction; ,Quarterback: Season 1: Mind Games (Episode 4),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:41:28,00:41:28,ES (Spain)
Casa Ryda,2024-02-22 17:41:07,00:00:18,Autoplayed: user action: None; ,Limited Series Trailer: One Day,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:18,00:00:18,ES (Spain)
Casa Ryda,2024-02-21 19:03:55,00:45:53,Autoplayed: user action: User_Interaction; ,The Guilt Trip,,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,01:32:20,01:32:20,ES (Spain)
Casa Ryda,2024-02-21 19:03:34,00:00:05,Autoplayed: user action: None; ,Better Call Saul: Season 3_hook_primary_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:05,00:00:05,ES (Spain)
Casa Ryda,2024-02-21 19:02:23,00:00:12,Autoplayed: user action: None; ,Season 1 Trailer: Love is Blind: Japan,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:12,00:00:12,ES (Spain)
Casa Ryda,2024-02-21 19:01:57,00:00:12,Autoplayed: user action: None; ,Limited Series Trailer: Little Nicholas: Life of a Scoundrel,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:12,Not latest view,ES (Spain)
Casa Ryda,2024-02-21 16:06:46,00:29:45,,Quarterback: Season 1: Mind Games (Episode 4),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:29:50,Not latest view,ES (Spain)
Casa Ryda,2024-02-21 15:29:14,00:37:27,Autoplayed: user action: User_Interaction; ,Quarterback: Season 1: Kings of Pain (Episode 3),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:42:21,00:42:21,ES (Spain)
Casa Ryda,2024-02-21 14:11:53,00:10:15,Autoplayed: user action: User_Interaction; ,Love Is Blind: Season 6: Secret Rendezvous (Episode 9),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:41:58,00:41:58,ES (Spain)
Casa Ryda,2024-02-21 13:20:55,00:43:13,,Love Is Blind: Season 6: Clinging to Love (Episode 8),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:53:58,00:53:58,ES (Spain)
Casa Ryda,2024-02-21 12:33:58,00:46:33,Autoplayed: user action: User_Interaction; ,Love Is Blind: Season 6: Silence Speaks Volumes (Episode 7),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:57:25,00:57:25,ES (Spain)
Casa Ryda,2024-02-21 10:51:37,00:00:06,Autoplayed: user action: None; ,The Vince Staples Show: Season 1: Pink House (Episode 1),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:06,00:00:06,ES (Spain)
Casa Ryda,2024-02-21 10:50:32,00:01:02,Autoplayed: user action: None; ,Limited Series Trailer: The Vince Staples Show,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:01:02,00:01:02,ES (Spain)
